5.000000000000000000e-01 -7.445491930227711164e-01
5.022511255627813975e-01 -7.434921371716122218e-01
5.045022511255627951e-01 -7.424359049255333520e-01
5.067533766883441926e-01 -7.413804960987948611e-01
5.090045022511255901e-01 -7.403259105048767275e-01
5.112556278139069876e-01 -7.392721479564789977e-01
5.135067533766883852e-01 -7.382192082655218979e-01
5.157578789394697827e-01 -7.371670912431484979e-01
5.180090045022511802e-01 -7.361157966997229352e-01
5.202601300650324667e-01 -7.350653244448329682e-01
5.225112556278138642e-01 -7.340156742872887552e-01
5.247623811905952618e-01 -7.329668460351259629e-01
5.270135067533766593e-01 -7.319188394956042121e-01
5.292646323161580568e-01 -7.308716544752095201e-01
5.315157578789394544e-01 -7.298252907796529687e-01
5.337668834417208519e-01 -7.287797482138730354e-01
5.360180090045022494e-01 -7.277350265820360375e-01
5.382691345672836469e-01 -7.266911256875365765e-01
5.405202601300650445e-01 -7.256480453329977598e-01
5.427713856928464420e-01 -7.246057853202725330e-01
5.450225112556278395e-01 -7.235643454504441241e-01
5.472736368184092370e-01 -7.225237255238270428e-01
5.495247623811906346e-01 -7.214839253399673025e-01
5.517758879439720321e-01 -7.204449446976435301e-01
5.540270135067533186e-01 -7.194067833948669666e-01
5.562781390695347161e-01 -7.183694412288836872e-01
5.585292646323161136e-01 -7.173329179961728252e-01
5.607803901950975112e-01 -7.162972134924504575e-01
5.630315157578789087e-01 -7.152623275126674951e-01
5.652826413206603062e-01 -7.142282598510119040e-01
5.675337668834417038e-01 -7.131950103009088160e-01
5.697848924462231013e-01 -7.121625786550220827e-01
5.720360180090044988e-01 -7.111309647052538319e-01
5.742871435717858963e-01 -7.101001682427457995e-01
5.765382691345672939e-01 -7.090701890578805511e-01
5.787893946973486914e-01 -7.080410269402809265e-01
5.810405202601300889e-01 -7.070126816788123714e-01
5.832916458229114864e-01 -7.059851530615817161e-01
5.855427713856928840e-01 -7.049584408759403953e-01
5.877938969484741705e-01 -7.039325449084827824e-01
5.900450225112556790e-01 -7.029074649450484102e-01
5.922961480740369655e-01 -7.018832007707220821e-01
5.945472736368183631e-01 -7.008597521698350929e-01
5.967983991995997606e-01 -6.998371189259656733e-01
5.990495247623811581e-01 -6.988153008219393225e-01
6.013006503251625556e-01 -6.977942976398305852e-01
6.035517758879439532e-01 -6.967741091609629400e-01
6.058029014507253507e-01 -6.957547351659097989e-01
6.080540270135067482e-01 -6.947361754344956175e-01
6.103051525762881457e-01 -6.937184297457960058e-01
6.125562781390695433e-01 -6.927014978781396159e-01
6.148074037018509408e-01 -6.916853796091064766e-01
6.170585292646323383e-01 -6.906700747155324338e-01
6.193096548274137358e-01 -6.896555829735069310e-01
6.215607803901951334e-01 -6.886419041583746736e-01
6.238119059529765309e-01 -6.876290380447367401e-01
6.260630315157578174e-01 -6.866169844064509142e-01
6.283141570785393260e-01 -6.856057430166335731e-01
6.305652826413206125e-01 -6.845953136476585765e-01
6.328164082041020100e-01 -6.835856960711593766e-01
6.350675337668834075e-01 -6.825768900580295728e-01
6.373186593296648050e-01 -6.815688953784235782e-01
6.395697848924462026e-01 -6.805617118017579514e-01
6.418209104552276001e-01 -6.795553390967103979e-01
6.440720360180089976e-01 -6.785497770312236554e-01
6.463231615807903951e-01 -6.775450253725030514e-01
6.485742871435717927e-01 -6.765410838870196120e-01
6.508254127063531902e-01 -6.755379523405096176e-01
6.530765382691345877e-01 -6.745356304979760464e-01
6.553276638319159852e-01 -6.735341181236890185e-01
6.575787893946973828e-01 -6.725334149811867945e-01
6.598299149574786693e-01 -6.715335208332769978e-01
6.620810405202601778e-01 -6.705344354420359476e-01
6.643321660830414643e-01 -6.695361585688116568e-01
6.665832916458229729e-01 -6.685386899742226108e-01
6.688344172086042594e-01 -6.675420294181599878e-01
6.710855427713856569e-01 -6.665461766597879922e-01
6.733366683341670544e-01 -6.655511314575445203e-01
6.755877938969484520e-01 -6.645568935691420487e-01
6.778389194597298495e-01 -6.635634627515688555e-01
6.800900450225112470e-01 -6.625708387610892425e-01
6.823411705852926445e-01 -6.615790213532448671e-01
6.845922961480740421e-01 -6.605880102828558531e-01
6.868434217108554396e-01 -6.595978053040202349e-01
